country,region,election_renewal,year,month,chamber_type,chamber_total_seats,women_total,women_perc,notes
Ghana,SUB-SAHARAN,Yes,2012,December,single,?,,,
Greece,EUR,Yes,1946,,single,354,0.0,0.0,
Greece,EUR,Yes,1950,,single,250,0.0,0.0,
Greece,EUR,Yes,1951,,single,258,0.0,0.0,
Greece,EUR,Yes,1952,,single,300,1.0,0.0,
Greece,EUR,Yes,1956,,single,300,2.0,0.01,
Greece,EUR,Yes,1958,,single,300,4.0,0.01,
Greece,EUR,Yes,1961,,single,300,2.0,0.01,
Greece,EUR,Yes,1963,,single,300,1.0,0.0,
Greece,EUR,Yes,1964,,single,300,2.0,0.01,The Chamber was dissolved by Royal decree on 14 April 1967 and new elections were announced.  Parliament was suspended following a military coup d'Etat on 21 April 1967.
Greece,EUR,Yes,1974,,single,300,6.0,0.02,
Greece,EUR,Yes,1977,,single,300,10.0,0.03,
Greece,EUR,Yes,1981,,single,300,13.0,0.04,
Greece,EUR,Yes,1985,,single,300,13.0,0.04,
Greece,EUR,Yes,1989,,single,300,12.0,0.04,
Greece,EUR,Yes,1989,,single,300,20.0,0.07,
Greece,EUR,Yes,1990,,single,300,14.0,0.05,Two women resigned 
Greece,EUR,Yes,1993,,single,300,18.0,0.06,
Greece,EUR,Yes,1996,,single,300,19.0,0.06,
Greece,EUR,Yes,2000,,single,300,26.0,0.09,
Greece,EUR,Yes,2004,,single,300,42.0,0.14,
Greece,EUR,Yes,2007,September,single,300,48.0,0.16,
Greece,EUR,Yes,2007,December,single,300,44.0,0.15,
Greece,EUR,Yes,2009,,single,300,52.0,0.17,
Greece,EUR,Yes,2012,,single,300,63.0,0.21,
Greece,EUR,Yes,2015,January,single,300,69.0,0.23,
Grenada,AME,Yes,1972,,lower,15,3.0,0.2,The Parliament elected in February 1972 became the first legislature of Grenada after the country became independent on 7 February 1974.
Grenada,AME,Yes,1972,,upper,13,1.0,0.08,The Parliament elected in February 1972 became the first legislature of Grenada after the country became independent on 7 February 1974.
Grenada,AME,Yes,1976,,lower,15,3.0,0.2,Parliament was dissolved following a military coup d'Etat on 13 March 1979.
Grenada,AME,Yes,1976,,upper,13,1.0,0.08,Parliament was dissolved following a military coup d'Etat on 13 March 1979.
Grenada,AME,Yes,1984,,lower,16,2.0,0.12,The term of the Parliament was extended on 23 August 1989.
Grenada,AME,Yes,1984,,upper,13,1.0,0.08,The term of the Parliament was extended on 23 August 1989.
Grenada,AME,Yes,1990,,lower,15,2.0,0.13,
Grenada,AME,Yes,1990,,upper,13,2.0,0.15,
Grenada,AME,Yes,1995,,lower,15,3.0,0.2,
Grenada,AME,Yes,1995,,upper,13,,,
Grenada,AME,Yes,1999,,lower,15,4.0,0.27,
Grenada,AME,Yes,1999,,upper,13,1.0,0.08,
Grenada,AME,Yes,2003,,lower,15,4.0,0.27,
Grenada,AME,Yes,2003,,upper,13,4.0,0.31,
Grenada,AME,Yes,2008,,lower,15,2.0,0.13,
Grenada,AME,Yes,2008,,upper,13,4.0,0.31,All Upper House members are appointed by the Governor General. 
Grenada,AME,Yes,2018,,lower,15,7.0,0.47,
Grenada,AME,Yes,2018,,upper,13,4.0,0.31,
Guatemala,AME,Yes,1954,,single,66,1.0,0.02,Congress was dissolved following a military coup d'Etat in 1954.
Guatemala,AME,Yes,1955,,single,66,0.0,0.0,"1 March 1956, 1 woman elected by drawing of lots"
Guatemala,AME,Yes,1958,,single,66,0.0,0.0,Congress was dissolved following a military coup d'Etat in March 1963.
Guatemala,AME,Yes,1964,,temporary_assembly,94,0.0,0.0,Unicameral Constituent Assembly.
Guatemala,AME,Yes,1966,,single,55,1.0,0.02,
Guatemala,AME,Yes,1970,,single,49,1.0,0.02,
Guatemala,AME,Yes,1974,,single,50,2.0,0.04,
Guatemala,AME,Yes,1978,,single,62,2.0,0.03,
Guatemala,AME,Yes,1982,,single,66,,0.0,The Congress elected on 7 March 1982 was dissolved following a military coup d'Etat on 23 March 1982.
Guatemala,AME,Yes,1984,,temporary_assembly,88,3.0,0.03,Unicameral Constituent Assembly.
Guatemala,AME,Yes,1985,,single,100,7.0,0.07,Among these seven women MPs was the first indigenous woman MP (Maya); a second indigenous woman MP was subsequently elected in 1994.
Guatemala,AME,Yes,1990,,single,116,6.0,0.05,
Guatemala,AME,Yes,1994,,single,80,6.0,0.08,
Guatemala,AME,Yes,1995,,single,80,10.0,0.12,
Guatemala,AME,Yes,1999,,single,113,8.0,0.07,
Guatemala,AME,Yes,2003,,single,158,13.0,0.08,
Guatemala,AME,Yes,2007,,single,158,19.0,0.12,
Guatemala,AME,Yes,2011,September,single,158,21.0,0.13,
Guatemala,AME,Yes,2015,September,single,158,22.0,0.14,
Guinea,SUB-SAHARAN,Yes,1963,,single,75,14.0,0.19,First legislature of Guinea after the country became independent on 2 October 1958.
Guinea,SUB-SAHARAN,Yes,1968,,single,75,16.0,0.21,
Guinea,SUB-SAHARAN,Yes,1974,,single,150,25.0,0.17,
Guinea,SUB-SAHARAN,Yes,1980,,single,210,,,The Parliament was then dissolved following a military coup d'Etat on 3 April 1984.
Guinea,SUB-SAHARAN,Yes,1995,,single,114,8.0,0.07,
Guinea,SUB-SAHARAN,Yes,2002,,single,114,22.0,0.19,
Guinea,SUB-SAHARAN,Yes,2013,,single,114,25.0,0.22,
Guinea-Bissau,SUB-SAHARAN,Yes,1972,,single,120,10.0,0.08,"The Parliament elected in 1972 became the first legislature of Guinea-Bissau after the country became independent on 24 September 1974.  It should be noted that for security reasons, elections were not held on the same date in all parts of the country. 80 members elected and 40 members appointed by the African Party for the Freedom of Guinea-Bissau and the Islands of Cape Verde."
Guinea-Bissau,SUB-SAHARAN,Yes,1976,,single,150,19.0,0.13,The Assembly was then dissolved following a military coup d'Etat on 14 November 1980.
Guinea-Bissau,SUB-SAHARAN,Yes,1984,,single,150,22.0,0.15,
Guinea-Bissau,SUB-SAHARAN,Yes,1989,,single,150,30.0,0.2,
Guinea-Bissau,SUB-SAHARAN,Yes,1994,,single,100,10.0,0.1,
Guinea-Bissau,SUB-SAHARAN,Yes,1999,,single,102,8.0,0.08,The Assembly was dissolved following a coup d'état in 2003.
Guinea-Bissau,SUB-SAHARAN,Yes,2004,,single,100,14.0,0.14,"100 seats were directly elected, 2 seats were reserved for oversea citizens; First elections since the dissolution of Parliament after a coup-d’état in 2003."
Guinea-Bissau,SUB-SAHARAN,Yes,2008,,single,100,10.0,0.1,
Guinea-Bissau,SUB-SAHARAN,Yes,2014,,single,102,14.0,0.14,
Guyana,AME,Yes,1964,,single,53,5.0,0.09,The Assembly of British Guyana elected on 7 December 1964 became the first legislature of Guyana after the country became independent on 26 May 1966.
Guyana,AME,Yes,1968,,single,59 52,6.0,,
Guyana,AME,Yes,1973,,single,53,7.0,0.13,
Guyana,AME,Yes,1980,,single,65 82,15.0,,"PARLINE SAYS 18 WOMEN, ONLY DISCREPANCY. PERHPAS MISUNDERSTANDING OF 2 ADDITIONAL APPOINTED MEMBERS"
Guyana,AME,Yes,1985,,single,65 73,23.0,,
Guyana,AME,Yes,1992,,single,65,13.0,0.2,"PARLINE SAYS 65 TOTAL SEATS, PROBABLY BECAUSE THESE ARE THE ONLY SEATS UP FOR ELECTION AND THE OTHER 7 ARE APPOINTED (MAKING 72); 13 WOMEN VS 12 REPLY"
Guyana,AME,Yes,1997,,single,65,13.0,0.2,"PARLINE SAYS 65 TOTAL SEATS, PROBABLY BECAUSE THESE ARE THE ONLY SEATS UP FOR ELECTION AND THE OTHER XX ARE APPOINTED (MAKING 72); no women info"
Guyana,AME,Yes,2001,,single,65,13.0,0.2,"PARLINE SAYS 65 TOTAL SEATS, PROBABLY BECAUSE THESE ARE THE ONLY SEATS UP FOR ELECTION AND THE OTHER XX ARE APPOINTED (MAKING 72); no women info"
Guyana,AME,Yes,2006,,single,69,20.0,0.29,
Guyana,AME,Yes,2011,November,single,67,21.0,0.31,"Other: includes one non-elected minister and the Speaker. Note: A maximum of four non-elected ministers and two non-elected Parliamentary Secretaries may sit in the National Assembly. If the Speaker is not an elected member, he or she becomes a member of the National Assembly by virtue of holding the office of Speaker. The National Assembly may thus have up to 72 members."
Guyana,AME,Yes,2015,May,single,69,21.0,0.3,
Haiti,AME,Yes,1946,,lower,37,0.0,0.0,
Haiti,AME,Yes,1946,,upper,21,0.0,0.0,
Haiti,AME,Yes,1950,,lower,37,0.0,0.0,The Parliament was subsequently dissolved on 10 May 1950 following a military coup d'Etat
Haiti,AME,Yes,1950,,lower,37,0.0,0.0,The Parliament was subsequently dissolved on 10 May 1950 following a military coup d'Etat
Haiti,AME,Yes,1950,,lower,37,0.0,0.0,
Haiti,AME,Yes,1950,,upper,21,0.0,0.0,
Haiti,AME,Yes,1955,,lower,37,0.0,0.0,
Haiti,AME,Yes,1955,,upper,21,0.0,0.0,
Haiti,AME,Yes,1957,,lower,37,0.0,0.0,
Haiti,AME,Yes,1957,,upper,21,0.0,0.0,
Haiti,AME,Yes,1961,,single,58,3.0,0.05,
Haiti,AME,Yes,1967,,single,58,5.0,0.09,
Haiti,AME,Yes,1973,,single,58,2.0,0.03,
Haiti,AME,Yes,1979,,single,58,3.0,0.05,Parliament was subsequently dissolved following the partial revision of the Constitution.
Haiti,AME,Yes,1984,,single,59,5.0,0.08,
Haiti,AME,Yes,1988,,lower,77,1.0,0.01,The Parliament was dissolved following a military coup d'Etat on 20 June 1988. One seat abolished.
Haiti,AME,Yes,1988,,upper,27,1.0,0.04,The Parliament was dissolved following a military coup d'Etat on 20 June 1988.
Haiti,AME,Yes,1990,,lower,83,3.0,0.04,Elections took place in two rounds
Haiti,AME,Yes,1990,,upper,27,0.0,0.0,Elections took place in two rounds
Haiti,AME,Yes,1995,,lower,80,3.0,0.04,
Haiti,AME,Yes,1995,,upper,27,0.0,0.0,
Haiti,AME,Yes,1997,,upper,27,0.0,0.0,"Results never published, there is a dispute"
Haiti,AME,Yes,1997,,upper,27,,,
Haiti,AME,Yes,2000,,lower,83,3.0,0.04,46 seats were renewed.
Haiti,AME,Yes,2000,,upper,27,7.0,0.26,19 seats were renewed.
Haiti,AME,Yes,2006,May,upper,29,4.0,0.14,
Haiti,AME,Yes,2006,December,upper,30,4.0,0.13,
Haiti,AME,Yes,2007,,lower,98,4.0,0.04,
Haiti,AME,Yes,2009,,upper,29,2.0,0.07,
Haiti,AME,Yes,2010,,lower,95,4.0,0.04,
Haiti,AME,Yes,2010,,upper,30,1.0,0.03,
Haiti,AME,Yes,2015,,lower,118,3.0,0.03,
Haiti,AME,Yes,2015,,upper,22,0.0,0.0,"Note: Due to successive delays to previous elections, the 2015 elections were held for two thirds (instead of one third) of the 30-member Senate. Each elector exceptionally voted for two senators. In constituencies where no candidates were elected in the first round, the four candidates with the highest number of votes advanced to the second round. In constituencies where one candidate was elected in the first round, the two other candidates with the next-highest number of votes advanced to the second round. Note on the vacant seats: - Fourteen of the 20 senate seats at stake in 2015 were confirmed in two rounds of elections held on 9 August and 25 October 2015. - The newly elected senators joined ten sitting senators on 11 January 2016 and elected Mr. Jocelerme Privert as the new President of the Senate. - Run-off elections for the six remaining seats were due to be held in parallel with the run-off presidential polls on 27 December 2015. However, they have been postponed on several occasions. The new President of the Republic had not been elected before outgoing President Michel Martelly left office on 7 February 2016. The run-off presidential and parliamentary elections have been scheduled for 24 April. - On 14 February, the National Assembly (a joint session of both chambers of parliament) elected Senate President Privert as interim President. He subsequently resigned as a senator in order to assume the new post. - As at 15 February 2016, there were seven vacant seats: six undecided seats from the 2015 elections and one seat vacated by the former President of the Senate."
Haiti,AME,Yes,2016,,upper,23,0.0,0.0,
Haiti,AME,Yes,2016,November,upper,20,1.0,0.05,
Honduras,AME,Yes,1949,,single,48,0.0,0.0,
Honduras,AME,Yes,1954,,single,59,0.0,0.0,The National Congress was dissolved following a coup d'Etat in 1956.
Honduras,AME,Yes,1957,,single,58,3.0,0.05,The National Congress was dissolved following a military coup d'Etat in 1963
Honduras,AME,Yes,1965,,temporary_assembly,64,2.0,0.03,Unicameral Constituent Assembly.
Honduras,AME,Yes,1971,,single,62,6.0,0.1,"The National Congress was dissolved following a military coup d'Etat in December 1972, followed by two further military coups d'Etat."
Honduras,AME,Yes,1980,,temporary_assembly,71,4.0,0.06,Unicameral Constituent Assembly.
Honduras,AME,Yes,1981,,single,82,7.0,0.09,The National Congress was dissolved following a military coup d'Etat in March 1984.
Honduras,AME,Yes,1985,,single,133,10.0,0.08,
Honduras,AME,Yes,1989,,single,128,13.0,0.1,
Honduras,AME,Yes,1993,,single,128,9.0,0.07,
Honduras,AME,Yes,1997,,single,128,10.0,0.08,
Honduras,AME,Yes,2001,,single,128,7.0,0.05,
Honduras,AME,Yes,2005,,single,128,30.0,0.23,
Honduras,AME,Yes,2009,,single,128,23.0,0.18,
Honduras,AME,Yes,2013,,single,128,33.0,0.26,
Honduras,AME,Yes,2017,,single,128,27.0,0.21,
Hungary,EUR,Yes,1945,,single,421,12.0,0.03,
Hungary,EUR,Yes,1947,,single,411,22.0,0.05,
Hungary,EUR,Yes,1949,,single,402,71.0,0.18,
Hungary,EUR,Yes,1953,,single,298,52.0,0.17,
Hungary,EUR,Yes,1958,,single,338,62.0,0.18,
Hungary,EUR,Yes,1963,,single,340,62.0,0.18,
Hungary,EUR,Yes,1967,,single,349,69.0,0.2,
Hungary,EUR,Yes,1971,,single,352,84.0,0.24,
Hungary,EUR,Yes,1975,,single,352,101.0,0.29,
Hungary,EUR,Yes,1980,,single,352,106.0,0.3,
Hungary,EUR,Yes,1985,,single,386,80.0,0.21,
Hungary,EUR,Yes,1990,,single,386,28.0,0.07,
Hungary,EUR,Yes,1994,,single,386,44.0,0.11,
Hungary,EUR,Yes,1998,,single,386,32.0,0.08,
Hungary,EUR,Yes,2002,,single,386,33.0,0.09,
Hungary,EUR,Yes,2002,April,single,387,35.0,0.09,
Hungary,EUR,Yes,2006,,single,386,40.0,0.1,
Hungary,EUR,Yes,2010,,single,386,35.0,0.09,
Hungary,EUR,Yes,2014,June,single,199,19.0,0.1,
Hungary,EUR,Yes,2018,April,single,199,25.0,0.13,"New Parline indicates 23 women in April, 20 in May and 25 in June 2018."
Iceland,EUR,Yes,1946,,single,52,1.0,0.02,"Until it became a unicameral Parliament in 1991, the Althingi was elected as a single legislative body but operated as a tricameral Parliament: the Upper House (comprised of 21 members) and the Lower House (comprised of 42 members) dealt with legislative matters, while the joint Althingi (comprised of all 63 members) dealt with all other issues."
Iceland,EUR,Yes,1949,,single,52,2.0,0.04,
Iceland,EUR,Yes,1953,,single,52,0.0,0.0,
Iceland,EUR,Yes,1956,,single,52,1.0,0.02,
Iceland,EUR,Yes,1959,,single,52,2.0,0.04,
Iceland,EUR,Yes,1959,,single,60,2.0,0.03,
Iceland,EUR,Yes,1963,,single,60,1.0,0.02,
Iceland,EUR,Yes,1967,,single,60,1.0,0.02,
Iceland,EUR,Yes,1971,,single,60,3.0,0.05,
Iceland,EUR,Yes,1974,,single,60,3.0,0.05,
Iceland,EUR,Yes,1978,,single,60,3.0,0.05,
Iceland,EUR,Yes,1979,,single,60,3.0,0.05,
Iceland,EUR,Yes,1983,,single,60,9.0,0.15,
Iceland,EUR,Yes,1987,,single,63,13.0,0.21,
Iceland,EUR,Yes,1991,,single,63,15.0,0.24,
Iceland,EUR,Yes,1995,,single,63,16.0,0.25,
Iceland,EUR,Yes,1999,,single,63,22.0,0.35,
Iceland,EUR,Yes,2003,,single,63,19.0,0.3,
Iceland,EUR,Yes,2007,May,single,63,20.0,0.32,
Iceland,EUR,Yes,2007,December,single,63,21.0,0.33,
Iceland,EUR,Yes,2009,,single,63,27.0,0.43,Elections were held for all the seats in Parliament following the premature dissolution of this body on 13 March 2009. Elections had previously taken place on 12 May 2007.
Iceland,EUR,Yes,2013,,single,63,25.0,0.4,
Iceland,EUR,Yes,2016,,single,63,26.0,0.41,
Iceland,EUR,Yes,2016,October,single,63,30.0,0.48,
Iceland,EUR,Yes,2017,October,single,63,24.0,0.38,
India,ASIA,Yes,1951,,lower,497,19.0,0.04,"First legislature of India after the country became independent on 15 August 1947.  Respective shares of men and women in each Lok Sabha are compared with the total membership of each Lok Sabha at the time of its constitution and first sitting.  Thus, information relating to elections annulled or held later on, and by-elections have been excluded from this table.  The figures given under the column ""Seats"" may not necessarily indicate the official strength of different Lok Sabhas.  This data pertains to the date of constitution of different Lok Sabhas and excludes members nominated by the president. Therefore when two members from the Ango-Indian Community have been mentioned after the date of the constitution and first sitting of the House, they have been excluded from this table wherever necessary.  "
India,ASIA,Yes,1952,,upper,216,15.0,0.07,First legislature of India after the country became independent on 15 August 1947
India,ASIA,Yes,1954,,upper,219,17.0,0.08,
India,ASIA,Yes,1956,,upper,232,20.0,0.09,
India,ASIA,Yes,1957,,lower,493,27.0,0.05,
India,ASIA,Yes,1958,,upper,232,22.0,0.09,
India,ASIA,Yes,1960,,upper,236,24.0,0.1,
India,ASIA,Yes,1962,,lower,503,34.0,0.07,
India,ASIA,Yes,1962,,upper,236,18.0,0.08,
India,ASIA,Yes,1964,,upper,238,21.0,0.09,
India,ASIA,Yes,1966,,upper,238,23.0,0.1,
India,ASIA,Yes,1967,,lower,523,31.0,0.06,
India,ASIA,Yes,1968,,upper,240,22.0,0.09,
India,ASIA,Yes,1970,,upper,240,14.0,0.06,
India,ASIA,Yes,1971,,lower,518,21.0,0.04,
India,ASIA,Yes,1972,,upper,243,18.0,0.07,
India,ASIA,Yes,1974,,upper,243,17.0,0.07,
India,ASIA,Yes,1976,,upper,244,24.0,0.1,
India,ASIA,Yes,1977,,lower,540,18.0,0.03,
India,ASIA,Yes,1978,,upper,244,25.0,0.1,
India,ASIA,Yes,1980,,lower,537,27.0,0.05,
India,ASIA,Yes,1980,,upper,244,29.0,0.12,
India,ASIA,Yes,1982,,upper,244,24.0,0.1,
India,ASIA,Yes,1984,,lower,528,41.0,0.08,
India,ASIA,Yes,1984,,upper,244,28.0,0.11,
India,ASIA,Yes,1986,,upper,244,25.0,0.1,
India,ASIA,Yes,1988,,upper,245,25.0,0.1,
India,ASIA,Yes,1989,,lower,521,26.0,0.05,
India,ASIA,Yes,1990,,upper,245,24.0,0.1,The 245 seats include 12 appointed members.Appointments for 12 seats were made by the President in 1991
India,ASIA,Yes,1991,,lower,498,36.0,0.07,"528 members, including 42 women in October 1994:  8.0%."
India,ASIA,Yes,1992,,upper,245,17.0,0.07,
India,ASIA,Yes,1994,,upper,245,20.0,0.08, Information available for only 220 seats
India,ASIA,Yes,1996,,lower,545,39.0,0.07,Data available for 540 seats only
India,ASIA,Yes,1996,,upper,245,19.0,0.08,
India,ASIA,Yes,1998,,lower,543,44.0,0.08,"The nominal number of seats is 545, but there were 2 vacancies at the time."
India,ASIA,Yes,1998,,upper,220,19.0,0.09,Information available for only 220 seats
India,ASIA,Yes,1999,,lower,545,46.0,0.08,
India,ASIA,Yes,2000,,upper,245,22.0,0.09,
India,ASIA,Yes,2002,,upper,245,25.0,0.1,
India,ASIA,Yes,2004,,lower,543,45.0,0.08,
India,ASIA,Yes,2004,,upper,242,28.0,0.12,
India,ASIA,Yes,2006,,upper,242,26.0,0.11,"Elections were held for 68 Members out of the total 250; 4 were appointed. Out of these 72 new members, 7 were women (2 appointed and 5 indirectly elected)."
India,ASIA,Yes,2009,,lower,545,59.0,0.11,
India,ASIA,Yes,2010,,upper,242,25.0,0.1,"Source: IPU Group (07.12.2010 20.12.2010 28.12.2010 12.01.2012); Note on the distribution of seats: - The ""Seats 2010"" above refers to 75 indirectly elected seats renewed in 2010. As at 20 December 2010 there were 231 indirectly elected members (with two vacant seats) and 11 appointed members (one vacancy) bringing the total number of members to 242. - The ""Seats 2010"" of the All India Trinamool Congress (AITC) refers to a member elected on a Jharkhand Mukti Morcha (JMM) party ticket who joined the AITC effective 15 November 2010."
India,ASIA,Yes,2012,,upper,245,24.0,0.1,
India,ASIA,Yes,2014,,lower,543,62.0,0.11,
India,ASIA,Yes,2014,November,upper,243,29.0,0.12,
India,ASIA,Yes,2015,March,lower,243,29.0,0.12,
India,ASIA,Yes,2016,,upper,243,31.0,0.13,
India,ASIA,Yes,2016,June,upper,244,27.0,0.11,
India,ASIA,Yes,2018,January,upper,237,27.0,0.11,
Indonesia,ASIA,Yes,1950,,single,151,4.0,0.03,First legislature of Indonesia after the country became independent on 17 August 1945. All members were appointed by political parties and appointed by the President of the Republic; 
Indonesia,ASIA,Yes,1950,,single,236,8.0,0.03,All appointed
Indonesia,ASIA,Yes,1955,,single,272,17.0,0.06,All members were appointed by political parties and appointed by the President of the Republic; A Constituent Assembly composed of 520 members was also elected in December 1955; number of women not known.
Indonesia,ASIA,Yes,1959,,single,259,16.0,0.06,All members were appointed by political parties and appointed by the President of the Republic.
